"deploymentID","speciesScientificName","year","Latitude","Longitude"
"TEAMS_CT-BBS-2-16","Tragulus javanicus",2010,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-16","Macaca nemestrina",2010,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-16","Rusa unicolor",2010,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-16","Muntiacus muntjak",2010,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-16","Sus scrofa",2010,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-16","Tapirus indicus",2010,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-17","Macaca nemestrina",2010,-5.6693142,104.4966082
"TEAMS_CT-BBS-2-17","Rusa unicolor",2010,-5.6693142,104.4966082
"TEAMS_CT-BBS-2-17","Tragulus javanicus",2010,-5.6693142,104.4966082
"TEAMS_CT-BBS-2-18","Rusa unicolor",2010,-5.66915972,104.5091833
"TEAMS_CT-BBS-2-19","Rusa unicolor",2010,-5.66931739,104.5217989
"TEAMS_CT-BBS-2-19","Sus scrofa",2010,-5.66931739,104.5217989
"TEAMS_CT-BBS-2-20","Muntiacus muntjak",2010,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-20","Rusa unicolor",2010,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-20","Tragulus napu",2010,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-20","Sus scrofa",2010,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-21","Rusa unicolor",2010,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-21","Sus scrofa",2010,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-21","Muntiacus muntjak",2010,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-22","Sus scrofa",2010,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-22","Muntiacus muntjak",2010,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-22","Tragulus napu",2010,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-22","Rusa unicolor",2010,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-22","Helarctos malayanus",2010,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-23","Sus scrofa",2010,-5.6566157,104.509458
"TEAMS_CT-BBS-2-24","Tragulus napu",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-24","Macaca nemestrina",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-24","Muntiacus muntjak",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-24","Tapirus indicus",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-24","Rusa unicolor",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-24","Tragulus javanicus",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-24","Sus scrofa",2010,-5.6441954,104.4711891
"TEAMS_CT-BBS-2-25","Muntiacus muntjak",2010,-5.64394243,104.4841733
"TEAMS_CT-BBS-2-25","Tragulus javanicus",2010,-5.64394243,104.4841733
"TEAMS_CT-BBS-2-26","Muntiacus muntjak",2010,-5.6436556,104.4968267
"TEAMS_CT-BBS-2-27","Rusa unicolor",2010,-5.64346273,104.5092279
"TEAMS_CT-BBS-2-27","Tragulus javanicus",2010,-5.64346273,104.5092279
"TEAMS_CT-BBS-2-27","Muntiacus muntjak",2010,-5.64346273,104.5092279
"TEAMS_CT-BBS-2-28","Muntiacus muntjak",2010,-5.61838014,104.4714127
"TEAMS_CT-BBS-2-28","Rusa unicolor",2010,-5.61838014,104.4714127
"TEAMS_CT-BBS-2-29","Macaca nemestrina",2010,-5.61908749,104.4842017
"TEAMS_CT-BBS-2-29","Tapirus indicus",2010,-5.61908749,104.4842017
"TEAMS_CT-BBS-2-29","Muntiacus muntjak",2010,-5.61908749,104.4842017
"TEAMS_CT-BBS-2-30","Macaca nemestrina",2010,-5.60545265,104.4713642
"TEAMS_CT-BBS-2-30","Muntiacus muntjak",2010,-5.60545265,104.4713642
"TEAMS_CT-BBS-1-03","Macaca nemestrina",2011,-5.694394,104.445535
"TEAMS_CT-BBS-1-03","Sus scrofa",2011,-5.694394,104.445535
"TEAMS_CT-BBS-1-03","Rusa unicolor",2011,-5.694394,104.445535
"TEAMS_CT-BBS-1-03","Muntiacus muntjak",2011,-5.694394,104.445535
"TEAMS_CT-BBS-1-04","Sus scrofa",2011,-5.681763,104.408092
"TEAMS_CT-BBS-1-04","Tragulus napu",2011,-5.681763,104.408092
"TEAMS_CT-BBS-1-05","Muntiacus muntjak",2011,-5.681559,104.42085
"TEAMS_CT-BBS-1-05","Macaca nemestrina",2011,-5.681559,104.42085
"TEAMS_CT-BBS-1-06","Muntiacus muntjak",2011,-5.681524,104.433554
"TEAMS_CT-BBS-1-06","Macaca nemestrina",2011,-5.681524,104.433554
"TEAMS_CT-BBS-1-07","Muntiacus muntjak",2011,-5.681714,104.446115
"TEAMS_CT-BBS-1-07","Sus scrofa",2011,-5.681714,104.446115
"TEAMS_CT-BBS-1-08","Sus scrofa",2011,-5.669013,104.408272
"TEAMS_CT-BBS-1-08","Muntiacus muntjak",2011,-5.669013,104.408272
"TEAMS_CT-BBS-1-08","Macaca nemestrina",2011,-5.669013,104.408272
"TEAMS_CT-BBS-1-08","Presbytis melalophos",2011,-5.669013,104.408272
"TEAMS_CT-BBS-1-09","Macaca nemestrina",2011,-5.669186,104.421027
"TEAMS_CT-BBS-1-10","Hemigalus derbyanus",2011,-5.669275,104.433681
"TEAMS_CT-BBS-1-10","Muntiacus muntjak",2011,-5.669275,104.433681
"TEAMS_CT-BBS-1-10","Rusa unicolor",2011,-5.669275,104.433681
"TEAMS_CT-BBS-1-11","Tragulus napu",2011,-5.669132,104.44603
"TEAMS_CT-BBS-1-12","Rusa unicolor",2011,-5.656309,104.395518
"TEAMS_CT-BBS-1-12","Muntiacus muntjak",2011,-5.656309,104.395518
"TEAMS_CT-BBS-1-13","Macaca nemestrina",2011,-5.656407,104.421031
"TEAMS_CT-BBS-1-14","Tragulus napu",2011,-5.656527,104.433537
"TEAMS_CT-BBS-1-14","Macaca nemestrina",2011,-5.656527,104.433537
"TEAMS_CT-BBS-1-14","Hemigalus derbyanus",2011,-5.656527,104.433537
"TEAMS_CT-BBS-1-16","Macaca nemestrina",2011,-5.656327,104.458788
"TEAMS_CT-BBS-1-16","Muntiacus muntjak",2011,-5.656327,104.458788
"TEAMS_CT-BBS-1-16","Presbytis melalophos",2011,-5.656327,104.458788
"TEAMS_CT-BBS-1-17","Muntiacus muntjak",2011,-5.643724,104.395621
"TEAMS_CT-BBS-1-17","Macaca nemestrina",2011,-5.643724,104.395621
"TEAMS_CT-BBS-1-18","Muntiacus muntjak",2011,-5.643975,104.408342
"TEAMS_CT-BBS-1-18","Sus scrofa",2011,-5.643975,104.408342
"TEAMS_CT-BBS-1-19","Muntiacus muntjak",2011,-5.643922,104.420637
"TEAMS_CT-BBS-1-19","Macaca nemestrina",2011,-5.643922,104.420637
"TEAMS_CT-BBS-1-20","Macaca nemestrina",2011,-5.631419,104.40812
"TEAMS_CT-BBS-1-20","Cynogale bennettii",2011,-5.631419,104.40812
"TEAMS_CT-BBS-1-21","Muntiacus muntjak",2011,-5.631356,104.420909
"TEAMS_CT-BBS-1-21","Sus scrofa",2011,-5.631356,104.420909
"TEAMS_CT-BBS-1-22","Macaca nemestrina",2011,-5.630914,104.433444
"TEAMS_CT-BBS-1-24","Macaca nemestrina",2011,-5.618617,104.420956
"TEAMS_CT-BBS-1-24","Rusa unicolor",2011,-5.618617,104.420956
"TEAMS_CT-BBS-1-24","Tapirus indicus",2011,-5.618617,104.420956
"TEAMS_CT-BBS-1-24","Muntiacus muntjak",2011,-5.618617,104.420956
"TEAMS_CT-BBS-1-24","Sus scrofa",2011,-5.618617,104.420956
"TEAMS_CT-BBS-1-25","Macaca nemestrina",2011,-5.618323,104.433665
"TEAMS_CT-BBS-1-25","Muntiacus muntjak",2011,-5.618323,104.433665
"TEAMS_CT-BBS-1-25","Tapirus indicus",2011,-5.618323,104.433665
"TEAMS_CT-BBS-1-25","Helarctos malayanus",2011,-5.618323,104.433665
"TEAMS_CT-BBS-1-26","Muntiacus muntjak",2011,-5.618467,104.446149
"TEAMS_CT-BBS-1-26","Tapirus indicus",2011,-5.618467,104.446149
"TEAMS_CT-BBS-1-26","Macaca nemestrina",2011,-5.618467,104.446149
"TEAMS_CT-BBS-1-27","Macaca nemestrina",2011,-5.618496,104.458847
"TEAMS_CT-BBS-1-27","Neofelis diardi",2011,-5.618496,104.458847
"TEAMS_CT-BBS-1-28","Macaca nemestrina",2011,-5.605911,104.433704
"TEAMS_CT-BBS-1-29","Muntiacus muntjak",2011,-5.605923,104.446186
"TEAMS_CT-BBS-1-29","Macaca nemestrina",2011,-5.605923,104.446186
"TEAMS_CT-BBS-1-29","Sus scrofa",2011,-5.605923,104.446186
"TEAMS_CT-BBS-1-30","Macaca nemestrina",2011,-5.605961,104.458913
"TEAMS_CT-BBS-2-01","Sus scrofa",2011,-5.71968055,104.5093878
"TEAMS_CT-BBS-2-01","Macaca nemestrina",2011,-5.71968055,104.5093878
"TEAMS_CT-BBS-2-03","Macaca nemestrina",2011,-5.70713083,104.5218985
"TEAMS_CT-BBS-2-03","Muntiacus muntjak",2011,-5.70713083,104.5218985
"TEAMS_CT-BBS-2-03","Sus scrofa",2011,-5.70713083,104.5218985
"TEAMS_CT-BBS-2-03","Tragulus napu",2011,-5.70713083,104.5218985
"TEAMS_CT-BBS-2-03","Manis javanica",2011,-5.70713083,104.5218985
"TEAMS_CT-BBS-2-04","Macaca nemestrina",2011,-5.70754331,104.5347055
"TEAMS_CT-BBS-2-04","Tapirus indicus",2011,-5.70754331,104.5347055
"TEAMS_CT-BBS-2-04","Panthera tigris",2011,-5.70754331,104.5347055
"TEAMS_CT-BBS-2-05","Helarctos malayanus",2011,-5.69387963,104.4957302
"TEAMS_CT-BBS-2-05","Tapirus indicus",2011,-5.69387963,104.4957302
"TEAMS_CT-BBS-2-05","Tragulus napu",2011,-5.69387963,104.4957302
"TEAMS_CT-BBS-2-06","Macaca nemestrina",2011,-5.69461347,104.5093815
"TEAMS_CT-BBS-2-06","Muntiacus muntjak",2011,-5.69461347,104.5093815
"TEAMS_CT-BBS-2-06","Tapirus indicus",2011,-5.69461347,104.5093815
"TEAMS_CT-BBS-2-06","Sus scrofa",2011,-5.69461347,104.5093815
"TEAMS_CT-BBS-2-06","Tragulus napu",2011,-5.69461347,104.5093815
"TEAMS_CT-BBS-2-07","Tapirus indicus",2011,-5.69429252,104.5216472
"TEAMS_CT-BBS-2-07","Muntiacus muntjak",2011,-5.69429252,104.5216472
"TEAMS_CT-BBS-2-07","Macaca nemestrina",2011,-5.69429252,104.5216472
"TEAMS_CT-BBS-2-07","Tragulus napu",2011,-5.69429252,104.5216472
"TEAMS_CT-BBS-2-07","Sus scrofa",2011,-5.69429252,104.5216472
"TEAMS_CT-BBS-2-07","Arctictis binturong",2011,-5.69429252,104.5216472
"TEAMS_CT-BBS-2-08","Tapirus indicus",2011,-5.69435631,104.534497
"TEAMS_CT-BBS-2-09","Muntiacus muntjak",2011,-5.68187012,104.4587983
"TEAMS_CT-BBS-2-09","Sus scrofa",2011,-5.68187012,104.4587983
"TEAMS_CT-BBS-2-09","Tragulus napu",2011,-5.68187012,104.4587983
"TEAMS_CT-BBS-2-10","Rusa unicolor",2011,-5.6819749,104.484013
"TEAMS_CT-BBS-2-10","Panthera tigris",2011,-5.6819749,104.484013
"TEAMS_CT-BBS-2-10","Muntiacus muntjak",2011,-5.6819749,104.484013
"TEAMS_CT-BBS-2-10","Tapirus indicus",2011,-5.6819749,104.484013
"TEAMS_CT-BBS-2-10","Macaca nemestrina",2011,-5.6819749,104.484013
"TEAMS_CT-BBS-2-10","Presbytis melalophos",2011,-5.6819749,104.484013
"TEAMS_CT-BBS-2-11","Muntiacus muntjak",2011,-5.68125556,104.4967024
"TEAMS_CT-BBS-2-11","Sus scrofa",2011,-5.68125556,104.4967024
"TEAMS_CT-BBS-2-11","Helarctos malayanus",2011,-5.68125556,104.4967024
"TEAMS_CT-BBS-2-12","Tragulus napu",2011,-5.68165161,104.5092955
"TEAMS_CT-BBS-2-12","Sus scrofa",2011,-5.68165161,104.5092955
"TEAMS_CT-BBS-2-13","Tragulus napu",2011,-5.68160039,104.5217572
"TEAMS_CT-BBS-2-13","Sus scrofa",2011,-5.68160039,104.5217572
"TEAMS_CT-BBS-2-13","Paguma larvata",2011,-5.68160039,104.5217572
"TEAMS_CT-BBS-2-13","Catopuma temminckii",2011,-5.68160039,104.5217572
"TEAMS_CT-BBS-2-13","Helarctos malayanus",2011,-5.68160039,104.5217572
"TEAMS_CT-BBS-2-13","Muntiacus muntjak",2011,-5.68160039,104.5217572
"TEAMS_CT-BBS-2-14","Sus scrofa",2011,-5.66909141,104.4587355
"TEAMS_CT-BBS-2-14","Muntiacus muntjak",2011,-5.66909141,104.4587355
"TEAMS_CT-BBS-2-14","Helarctos malayanus",2011,-5.66909141,104.4587355
"TEAMS_CT-BBS-2-14","Tapirus indicus",2011,-5.66909141,104.4587355
"TEAMS_CT-BBS-2-14","Rusa unicolor",2011,-5.66909141,104.4587355
"TEAMS_CT-BBS-2-14","Tragulus napu",2011,-5.66909141,104.4587355
"TEAMS_CT-BBS-2-15","Muntiacus muntjak",2011,-5.66917799,104.4713632
"TEAMS_CT-BBS-2-15","Macaca nemestrina",2011,-5.66917799,104.4713632
"TEAMS_CT-BBS-2-15","Rusa unicolor",2011,-5.66917799,104.4713632
"TEAMS_CT-BBS-2-15","Tragulus napu",2011,-5.66917799,104.4713632
"TEAMS_CT-BBS-2-16","Muntiacus muntjak",2011,-5.66939902,104.4840328
"TEAMS_CT-BBS-2-17","Rusa unicolor",2011,-5.6693142,104.4966082
"TEAMS_CT-BBS-2-17","Macaca nemestrina",2011,-5.6693142,104.4966082
"TEAMS_CT-BBS-2-17","Muntiacus muntjak",2011,-5.6693142,104.4966082
"TEAMS_CT-BBS-2-18","Muntiacus muntjak",2011,-5.66915972,104.5091833
"TEAMS_CT-BBS-2-19","Panthera tigris",2011,-5.66931739,104.5217989
"TEAMS_CT-BBS-2-19","Muntiacus muntjak",2011,-5.66931739,104.5217989
"TEAMS_CT-BBS-2-19","Macaca nemestrina",2011,-5.66931739,104.5217989
"TEAMS_CT-BBS-2-19","Sus scrofa",2011,-5.66931739,104.5217989
"TEAMS_CT-BBS-2-20","Manis javanica",2011,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-20","Tragulus napu",2011,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-20","Paguma larvata",2011,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-20","Helarctos malayanus",2011,-5.65647455,104.4712897
"TEAMS_CT-BBS-2-21","Tragulus napu",2011,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-21","Pardofelis marmorata",2011,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-21","Sus scrofa",2011,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-21","Muntiacus muntjak",2011,-5.65671092,104.4840944
"TEAMS_CT-BBS-2-22","Tragulus napu",2011,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-22","Sus scrofa",2011,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-22","Paguma larvata",2011,-5.65655393,104.4965782
"TEAMS_CT-BBS-2-23","Muntiacus muntjak",2011,-5.6566157,104.509458
"TEAMS_CT-BBS-2-24","Tapirus indicus",2011,-5.6441954,104.4711891
