"speciesScientificName","order"
"Harpiocephalus harpia","Chiroptera"
"Harpiocephalus harpia","Chiroptera"
"Harpiocephalus harpia","Chiroptera"
"Harpiocephalus harpia","Chiroptera"
"Harpiocephalus harpia","Chiroptera"
"Chiropotes chiropotes","Primates"
"Eligmodontia morgani","Rodentia"
"Myotis scotti","Chiroptera"
"Muntiacus gongshanensis","Cetartiodactyla"
"Muntiacus gongshanensis","Cetartiodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Equus hemionus","Perissodactyla"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Pteropus mariannus","Chiroptera"
"Cebus castaneus","Primates"
"Melomys capensis","Rodentia"
"Pteralopex atrata","Chiroptera"
"Pteralopex atrata","Chiroptera"
"Saguinus mystax","Primates"
"Saguinus mystax","Primates"
"Saguinus mystax","Primates"
"Meriones arimalius","Rodentia"
"Philander olrogi","Didelphimorphia"
"Cercopithecus pogonias","Primates"
"Sorex raddei","Eulipotyphla"
"Phyllotis alisosiensis","Rodentia"
"Neacomys minutus","Rodentia"
"Aethomys hindei","Rodentia"
"Falsistrellus mackenziei","Chiroptera"
"Presbytis natunae","Primates"
"Rhinolophus canuti","Chiroptera"
"Rhinolophus canuti","Chiroptera"
"Rhinolophus canuti","Chiroptera"
"Monodelphis unistriata","Didelphimorphia"
"Tupaia hypochrysa","Scandentia"
"Akodon mystax","Rodentia"
"Promops centralis","Chiroptera"
"Promops centralis","Chiroptera"
"Symphalangus syndactylus","Primates"
"Symphalangus syndactylus","Primates"
"Pithecia aequatorialis","Primates"
"Urocitellus armatus","Rodentia"
"Ochotona argentata","Lagomorpha"
"Crocidura macarthuri","Eulipotyphla"
"Macronycteris commersoni","Chiroptera"
"Tupaia gracilis","Scandentia"
"Perognathus amplus","Rodentia"
"Oryzorictes hova","Afrosoricida"
"Proteles cristata","Carnivora"
"Proteles cristata","Carnivora"
"Aegialomys xanthaeolus","Rodentia"
"Crocidura nicobarica","Eulipotyphla"
"Mysateles melanurus","Rodentia"
"Dipodomys spectabilis","Rodentia"
"Didelphis marsupialis","Didelphimorphia"
"Didelphis marsupialis","Didelphimorphia"
"Didelphis marsupialis","Didelphimorphia"
"Didelphis marsupialis","Didelphimorphia"
"Papio ursinus","Primates"
"Papio ursinus","Primates"
"Otomys angoniensis","Rodentia"
"Mesophylla macconnelli","Chiroptera"
"Mesophylla macconnelli","Chiroptera"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Trichosurus vulpecula","Diprotodontia"
"Allocricetulus eversmanni","Rodentia"
"Dasyurus viverrinus","Dasyuromorphia"
"Dasyurus viverrinus","Dasyuromorphia"
"Dasycercus blythi","Dasyuromorphia"
"Thomasomys australis","Rodentia"
"Ursus americanus","Carnivora"
"Ursus americanus","Carnivora"
"Praomys morio","Rodentia"
"Lycalopex vetulus","Carnivora"
"Lycalopex vetulus","Carnivora"
"Ctenomys minutus","Rodentia"
"Piliocolobus parmentieri","Primates"
"Nyctinomops laticaudatus","Chiroptera"
"Nyctinomops laticaudatus","Chiroptera"
"Nyctinomops laticaudatus","Chiroptera"
"Nyctinomops laticaudatus","Chiroptera"
"Abrocoma boliviensis","Rodentia"
"Petrogale penicillata","Diprotodontia"
"Ctenomys famosus","Rodentia"
"Gerbilliscus boehmi","Rodentia"
"Glyphotes simus","Rodentia"
"Glyphotes simus","Rodentia"
"Peromyscus interparietalis","Rodentia"
"Peromyscus interparietalis","Rodentia"
"Peromyscus interparietalis","Rodentia"
"Neophascogale lorentzii","Dasyuromorphia"
"Myotis cobanensis","Chiroptera"
"Eptesicus bottae","Chiroptera"
"Eptesicus bottae","Chiroptera"
"Setifer setosus","Afrosoricida"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Noctilio leporinus","Chiroptera"
"Monodelphis reigi","Didelphimorphia"
"Maxomys moi","Rodentia"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Ardops nichollsi","Chiroptera"
"Dendrolagus stellarum","Diprotodontia"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Nyctimene major","Chiroptera"
"Pteropus molossinus","Chiroptera"
"Pteropus molossinus","Chiroptera"
"Pteropus molossinus","Chiroptera"
"Thomasomys vulcani","Rodentia"
"Cryptotis dinirensis","Eulipotyphla"
"Peromyscus dickeyi","Rodentia"
"Onychogalea fraenata","Diprotodontia"
"Onychogalea fraenata","Diprotodontia"
"Onychogalea fraenata","Diprotodontia"
"Onychogalea fraenata","Diprotodontia"
"Rattus feliceus","Rodentia"
"Stylodipus sungorus","Rodentia"
"Stylodipus sungorus","Rodentia"
"Gerbilliscus leucogaster","Rodentia"
"Avahi mooreorum","Primates"
"Necromys punctulatus","Rodentia"
"Lemniscomys griselda","Rodentia"
"Uranomys ruddi","Rodentia"
"Peromyscus levipes","Rodentia"
"Chaetodipus fallax","Rodentia"
"Crocidura theresae","Eulipotyphla"
"Crocidura theresae","Eulipotyphla"
"Cervus elaphus","Cetartiodactyla"
"Cervus elaphus","Cetartiodactyla"
"Cervus elaphus","Cetartiodactyla"
"Cervus elaphus","Cetartiodactyla"
"Pithecia pithecia","Primates"
"Pseudoryzomys simplex","Rodentia"
"Macruromys major","Rodentia"
"Myotis annatessae","Chiroptera"
"Lepus corsicanus","Lagomorpha"
"Lepus corsicanus","Lagomorpha"
"Lepus corsicanus","Lagomorpha"
"Handleyomys alfaroi","Rodentia"
"Pattonomys carrikeri","Rodentia"
"Ochotona pusilla","Lagomorpha"
"Gerbillus jamesi","Rodentia"
"Alouatta discolor","Primates"
"Coendou mexicanus","Rodentia"
"Nyctinomops femorosaccus","Chiroptera"
"Surdisorex polulus","Eulipotyphla"
"Sicista tianshanica","Rodentia"
"Otolemur garnettii","Primates"
"Otolemur garnettii","Primates"
"Otolemur garnettii","Primates"
"Otolemur garnettii","Primates"
"Otolemur garnettii","Primates"
"Otolemur garnettii","Primates"
"Hipposideros pomona","Chiroptera"
"Cercopithecus ascanius","Primates"
"Cercopithecus ascanius","Primates"
"Cercopithecus ascanius","Primates"
"Cercopithecus ascanius","Primates"
"Cercopithecus ascanius","Primates"
"Cercopithecus ascanius","Primates"
"Cercopithecus ascanius","Primates"
"Akodon lutescens","Rodentia"
"Tarsius tumpara","Primates"
"Lavia frons","Chiroptera"
"Microgale dryas","Afrosoricida"
"Saguinus geoffroyi","Primates"
"Euryoryzomys macconnelli","Rodentia"
"Acomys kempi","Rodentia"
"Hystrix pumila","Rodentia"
"Hystrix pumila","Rodentia"
"Papio cynocephalus","Primates"
"Papio cynocephalus","Primates"
"Natalus mexicanus","Chiroptera"
"Phyllotis definitus","Rodentia"
"Marmota baibacina","Rodentia"
"Lariscus hosei","Rodentia"
"Plecturocebus moloch","Primates"
"Scotophilus tandrefana","Chiroptera"
"Trinomys albispinus","Rodentia"
"Allactodipus bobrinskii","Rodentia"
"Macropus rufogriseus","Diprotodontia"
"Macropus rufogriseus","Diprotodontia"
"Macropus rufogriseus","Diprotodontia"
"Macropus rufogriseus","Diprotodontia"
"Macropus rufogriseus","Diprotodontia"
"Hemitragus jemlahicus","Cetartiodactyla"
"Stylodipus andrewsi","Rodentia"
"Tolypeutes matacus","Cingulata"
"Platymops setiger","Chiroptera"
"Platymops setiger","Chiroptera"
"Cheracebus regulus","Primates"
"Solomys sapientis","Rodentia"
"Nycticebus borneanus","Primates"
"Murina beelzebub","Chiroptera"
"Rhynchogale melleri","Carnivora"
"Rhynchogale melleri","Carnivora"
"Leontopithecus chrysomelas","Primates"
"Marmota caudata","Rodentia"
"Myotis melanorhinus","Chiroptera"
"Pteromyscus pulverulentus","Rodentia"
"Pteromyscus pulverulentus","Rodentia"
"Pteromyscus pulverulentus","Rodentia"
"Pteromyscus pulverulentus","Rodentia"
"Sturnira oporaphilum","Chiroptera"
"Myotis csorbai","Chiroptera"
"Murina rozendaali","Chiroptera"
"Murina rozendaali","Chiroptera"
"Ceratotherium simum","Perissodactyla"
"Ceratotherium simum","Perissodactyla"
"Ceratotherium simum","Perissodactyla"
"Ceratotherium simum","Perissodactyla"
"Ceratotherium simum","Perissodactyla"
"Ceratotherium simum","Perissodactyla"
"Talpa altaica","Eulipotyphla"
"Sciurus vulgaris","Rodentia"
"Sciurus vulgaris","Rodentia"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Diceros bicornis","Perissodactyla"
"Leopoldamys edwardsi","Rodentia"
"Crocidura shantungensis","Eulipotyphla"
"Paraxerus lucifer","Rodentia"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Pteropus lombocensis","Chiroptera"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Vulpes vulpes","Carnivora"
"Dryomys niethammeri","Rodentia"
"Wyulda squamicaudata","Diprotodontia"
"Wyulda squamicaudata","Diprotodontia"
"Wyulda squamicaudata","Diprotodontia"
"Platyrrhinus masu","Chiroptera"
"Amblysomus marleyi","Afrosoricida"
"Nycteris parisii","Chiroptera"
"Nycteris parisii","Chiroptera"
"Lepilemur betsileo","Primates"
"Eumops patagonicus","Chiroptera"
"Sminthopsis macroura","Dasyuromorphia"
"Otomops madagascariensis","Chiroptera"
"Prionailurus rubiginosus","Carnivora"
"Prionailurus rubiginosus","Carnivora"
"Neotoma cinerea","Rodentia"
"Sorex longirostris","Eulipotyphla"
"Cavia tschudii","Rodentia"
"Alouatta belzebul","Primates"
"Mus spicilegus","Rodentia"
"Microtus subterraneus","Rodentia"
"Cerradomys maracajuensis","Rodentia"
"Cerradomys maracajuensis","Rodentia"
"Oecomys phaeotis","Rodentia"
"Tupaia discolor","Scandentia"
"Niviventer fraternus","Rodentia"
"Ctenomys brasiliensis","Rodentia"
"Rhipidomys gardneri","Rodentia"
"Myotis macropus","Chiroptera"
"Myotis macropus","Chiroptera"
"Myotis macropus","Chiroptera"
"Myotis macropus","Chiroptera"
"Myotis macropus","Chiroptera"
"Myotis macropus","Chiroptera"
"Gerbillus gerbillus","Rodentia"
"Rousettus obliviosus","Chiroptera"
"Rousettus obliviosus","Chiroptera"
"Rousettus obliviosus","Chiroptera"
"Ammospermophilus nelsoni","Rodentia"
"Microtus paradoxus","Rodentia"
"Microtus oregoni","Rodentia"
"Cheirogaleus grovesi","Primates"
"Genetta tigrina","Carnivora"
"Phyllotis anitae","Rodentia"
"Micronycteris schmidtorum","Chiroptera"
"Micronycteris schmidtorum","Chiroptera"
"Acomys cineraceus","Rodentia"
"Nyctophilus shirleyae","Chiroptera"
"Nyctophilus shirleyae","Chiroptera"
"Alouatta seniculus","Primates"
"Mazama americana","Cetartiodactyla"
"Hylomyscus endorobae","Rodentia"
"Sturnira mistratensis","Chiroptera"
"Peromyscus gossypinus","Rodentia"
"Thomasomys oreas","Rodentia"
"Nannospalax leucodon","Rodentia"
"Rattus timorensis","Rodentia"
"Caenolestes sangay","Paucituberculata"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Ptilocercus lowii","Scandentia"
"Nesolagus timminsi","Lagomorpha"
"Oligoryzomys arenalis","Rodentia"
"Cricetulus sokolovi","Rodentia"
"Nycteris aurita","Chiroptera"
"Sundasciurus brookei","Rodentia"
"Hylomyscus baeri","Rodentia"
"Myosorex eisentrauti","Eulipotyphla"
"Hoolock hoolock","Primates"
"Hoolock hoolock","Primates"
"Eumops perotis","Chiroptera"
"Myodes regulus","Rodentia"
"Sturnira paulsoni","Chiroptera"
"Sturnira paulsoni","Chiroptera"
"Sturnira paulsoni","Chiroptera"
"Petrogale brachyotis","Diprotodontia"
"Petrogale brachyotis","Diprotodontia"
"Petrogale brachyotis","Diprotodontia"
"Petrogale brachyotis","Diprotodontia"
"Petrogale brachyotis","Diprotodontia"
"Petrogale brachyotis","Diprotodontia"
"Petrogale brachyotis","Diprotodontia"
"Rhyncholestes raphanurus","Paucituberculata"
"Microtus quasiater","Rodentia"
"Calomyscus baluchi","Rodentia"
"Tragelaphus buxtoni","Cetartiodactyla"
"Tragelaphus buxtoni","Cetartiodactyla"
"Tragelaphus buxtoni","Cetartiodactyla"
"Tragelaphus buxtoni","Cetartiodactyla"
"Tragelaphus buxtoni","Cetartiodactyla"
"Tragelaphus buxtoni","Cetartiodactyla"
"Grammomys buntingi","Rodentia"
"Grammomys buntingi","Rodentia"
"Crocidura russula","Eulipotyphla"
"Crocidura russula","Eulipotyphla"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Hipposideros cervinus","Chiroptera"
"Dicrostonyx nunatakensis","Rodentia"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Cynopterus sphinx","Chiroptera"
"Dyacopterus spadiceus","Chiroptera"
"Dyacopterus spadiceus","Chiroptera"
"Dyacopterus spadiceus","Chiroptera"
"Dyacopterus spadiceus","Chiroptera"
"Dyacopterus spadiceus","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Phoniscus jagorii","Chiroptera"
"Melomys rufescens","Rodentia"
"Thomasomys silvestris","Rodentia"
"Felis silvestris","Carnivora"
"Ochotona princeps","Lagomorpha"
"Ochotona princeps","Lagomorpha"
"Ochotona princeps","Lagomorpha"
"Ochotona princeps","Lagomorpha"
"Ochotona princeps","Lagomorpha"
"Marmota camtschatica","Rodentia"
"Calomyscus tsolovi","Rodentia"
"Micaelamys granti","Rodentia"
"Moschus anhuiensis","Cetartiodactyla"
"Aegialomys galapagoensis","Rodentia"
"Aegialomys galapagoensis","Rodentia"
"Rhinolophus damarensis","Chiroptera"
"Bathyergus janetta","Rodentia"
"Apomys hylocetes","Rodentia"
"Aotus zonalis","Primates"
"Philantomba maxwellii","Cetartiodactyla"
"Gerbillus rupicola","Rodentia"
"Dendromus lovati","Rodentia"
"Suncus stoliczkanus","Eulipotyphla"
"Tupaia ferruginea","Scandentia"
"Tupaia ferruginea","Scandentia"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Plecotus sacrimontis","Chiroptera"
"Cercopithecus wolfi","Primates"
"Cercopithecus wolfi","Primates"
"Cercopithecus wolfi","Primates"
"Calomys venustus","Rodentia"
"Melomys leucogaster","Rodentia"
"Melomys leucogaster","Rodentia"
"Urocitellus columbianus","Rodentia"
"Dactylomys peruanus","Rodentia"
"Hylonycteris underwoodi","Chiroptera"
"Callicebus coimbrai","Primates"
"Tupaia javanica","Scandentia"
"Tupaia javanica","Scandentia"
"Tupaia javanica","Scandentia"
"Tupaia javanica","Scandentia"
"Microtus xanthognathus","Rodentia"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Cheiromeles torquatus","Chiroptera"
"Propithecus candidus","Primates"
"Diclidurus scutatus","Chiroptera"
"Hypsiprymnodon moschatus","Diprotodontia"
"Orthogeomys underwoodi","Rodentia"
"Orthogeomys underwoodi","Rodentia"
"Phalanger gymnotis","Diprotodontia"
"Phalanger gymnotis","Diprotodontia"
"Phalanger gymnotis","Diprotodontia"
"Phalanger gymnotis","Diprotodontia"
"Phalanger gymnotis","Diprotodontia"
"Phalanger gymnotis","Diprotodontia"
"Neoromicia isabella","Chiroptera"
"Equus kiang","Perissodactyla"
"Kerivoula whiteheadi","Chiroptera"
"Kerivoula whiteheadi","Chiroptera"
"Kerivoula whiteheadi","Chiroptera"
"Kerivoula whiteheadi","Chiroptera"
"Kerivoula whiteheadi","Chiroptera"
"Kerivoula whiteheadi","Chiroptera"
"Kerivoula whiteheadi","Chiroptera"
"Meriones grandis","Rodentia"
"Hipposideros ridleyi","Chiroptera"
"Hipposideros ridleyi","Chiroptera"
"Hipposideros ridleyi","Chiroptera"
"Hipposideros ridleyi","Chiroptera"
"Hipposideros ridleyi","Chiroptera"
"Meriones shawi","Rodentia"
"Oligoryzomys eliurus","Rodentia"
"Ovis dalli","Cetartiodactyla"
"Ovis dalli","Cetartiodactyla"
"Ammospermophilus leucurus","Rodentia"
"Xenuromys barbatus","Rodentia"
"Glossophaga commissarisi","Chiroptera"
"Vampyrodes caraccioli","Chiroptera"
"Ototylomys phyllotis","Rodentia"
"Myotis badius","Chiroptera"
"Crocidura nigeriae","Eulipotyphla"
"Crocidura nigeriae","Eulipotyphla"
"Pteropus nitendiensis","Chiroptera"
"Pteropus nitendiensis","Chiroptera"
"Pteropus nitendiensis","Chiroptera"
"Pteropus nitendiensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhinolophus philippinensis","Chiroptera"
"Rhizomys sinensis","Rodentia"
"Calomys tocantinsi","Rodentia"
"Lepilemur scottorum","Primates"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Giraffa camelopardalis","Cetartiodactyla"
"Oxymycterus nasutus","Rodentia"
"Grammomys dryas","Rodentia"
"Chlorocebus sabaeus","Primates"
"Hipposideros nequam","Chiroptera"
"Urocitellus elegans","Rodentia"
"Rhipidomys wetzeli","Rodentia"
"Apodemus rusiges","Rodentia"
"Herpestes flavescens","Carnivora"
"Ochotona cansus","Lagomorpha"
"Rusa timorensis","Cetartiodactyla"
"Rusa timorensis","Cetartiodactyla"
"Rusa timorensis","Cetartiodactyla"
"Rusa timorensis","Cetartiodactyla"
"Crocidura hutanis","Eulipotyphla"
"Semnopithecus hector","Primates"
"Lepus sinensis","Lagomorpha"
"Lepus sinensis","Lagomorpha"
"Semnopithecus schistaceus","Primates"
"Semnopithecus schistaceus","Primates"
"Sciurus arizonensis","Rodentia"
"Taeromys callitrichus","Rodentia"
"Rhinolophus simulator","Chiroptera"
"Eumops delticus","Chiroptera"
"Petaurillus kinlochii","Rodentia"
"Callimico goeldii","Primates"
"Corynorhinus rafinesquii","Chiroptera"
"Uromys siebersi","Rodentia"
"Galagoides kumbirensis","Primates"
"Eptesicus pachyomus","Chiroptera"
"Molossus sinaloae","Chiroptera"
"Molossus sinaloae","Chiroptera"
"Cebus aequatorialis","Primates"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
"Rousettus amplexicaudatus","Chiroptera"
